Gene	MutSig(Q-value)	# Mut	#	Freq	Is Cancer Gene (source: OncoKB)
NOL8		1	1	0.3%	No
CCDC40		1	1	0.3%	No
EPN3		1	1	0.3%	No
CRYBG2		1	1	0.3%	No
ZCWPW1		1	1	0.3%	No
FEZF2		1	1	0.3%	No
TAPBPL		1	1	0.3%	No
TMEM39B		1	1	0.3%	No
PIWIL2		1	1	0.3%	No
HEATR1		1	1	0.3%	No
TRIM68		1	1	0.3%	No
WRAP53		1	1	0.3%	No
FAM90A1		1	1	0.3%	No
LRRC8D		1	1	0.3%	No
RBM23		1	1	0.3%	No
DARS2		1	1	0.3%	No
ARHGEF10L		1	1	0.3%	No
FAIM		1	1	0.3%	No
LINS1		1	1	0.3%	No
RNF220		1	1	0.3%	No
RIF1		1	1	0.3%	No
SLC25A36		1	1	0.3%	No
VPS13D		1	1	0.3%	No
NADSYN1		1	1	0.3%	No
MAP1S		1	1	0.3%	No
SETD5		1	1	0.3%	Yes
DPPA4		1	1	0.3%	No
RCBTB1		1	1	0.3%	No
P3H2		1	1	0.3%	No
RAVER2		1	1	0.3%	No
PANK4		1	1	0.3%	No
USP40		1	1	0.3%	No
VRTN		1	1	0.3%	No
PACC1		1	1	0.3%	No
ELP2		1	1	0.3%	Yes
PHF10		1	1	0.3%	No
ZNF654		1	1	0.3%	No
ACOXL		1	1	0.3%	No
UEVLD		1	1	0.3%	No
FBXW7		1	1	0.3%	Yes
TBC1D19		1	1	0.3%	No
CCDC91		1	1	0.3%	No
GIMAP4		1	1	0.3%	No
SPTLC3		1	1	0.3%	No
CPPED1		1	1	0.3%	No
SLC29A3		1	1	0.3%	No
AP5S1		1	1	0.3%	No
SLC39A9		1	1	0.3%	No
NIPSNAP3B		1	1	0.3%	No
SHFL		1	1	0.3%	No
GIMAP5		1	1	0.3%	No
ZGRF1		1	1	0.3%	No
STK32B		1	1	0.3%	No
TMEM63B		1	1	0.3%	No
PIDD1		1	1	0.3%	No
LRRC59		1	1	0.3%	No
MCM10		1	1	0.3%	No
CSGALNACT2		1	1	0.3%	No
NDUFAF7		1	1	0.3%	No
DDX43		1	1	0.3%	No
SAGE1		1	1	0.3%	No
SMPD3		1	1	0.3%	No
ASIC4		1	1	0.3%	No
DHTKD1		1	1	0.3%	No
FEM1A		1	1	0.3%	No
CDCA7L		1	1	0.3%	No
KLK15		1	1	0.3%	No
ENOSF1		1	1	0.3%	No
CDC42BPG		1	1	0.3%	No
DNAH3		1	1	0.3%	No
KIF27		1	1	0.3%	No
BMP2K		1	1	0.3%	No
ZCCHC8		1	1	0.3%	No
ITLN1		1	1	0.3%	No
OTUB1		1	1	0.3%	No
PRR5		1	1	0.3%	No
TRMT1		1	1	0.3%	No
ZDHHC7		1	1	0.3%	No
CHD7		1	1	0.3%	No
SYBU		2	1	0.3%	No
BTBD2		1	1	0.3%	No
RNF126		1	1	0.3%	No
DDX27		1	1	0.3%	No
NPLOC4		1	1	0.3%	No
DENND4C		1	1	0.3%	No
SLC30A6		1	1	0.3%	No
RUFY2		1	1	0.3%	No
KANSL3		1	1	0.3%	No
RABL6		1	1	0.3%	No
FRMD4A		1	1	0.3%	No
NSUN5		1	1	0.3%	No
POLR3B		1	1	0.3%	No
NDC1		1	1	0.3%	No
TENM3		1	1	0.3%	No
WDR11		1	1	0.3%	No
SLF2		1	1	0.3%	No
CEP72		1	1	0.3%	No
INTS13		1	1	0.3%	No
N4BP2		1	1	0.3%	No
ATF7IP		1	1	0.3%	No
ENAH		1	1	0.3%	No
EDEM2		1	1	0.3%	No
COA1		1	1	0.3%	No
CCAR1		1	1	0.3%	No
AGK		1	1	0.3%	No
TMEM184C		1	1	0.3%	No
SEPTIN11		1	1	0.3%	No
OGDHL		1	1	0.3%	No
INTS9		1	1	0.3%	No
UGGT2		1	1	0.3%	No
EXOC1		1	1	0.3%	No
EXOC2		1	1	0.3%	No
MBD5		1	1	0.3%	No
CFAP44		1	1	0.3%	No
LRIF1		1	1	0.3%	No
MBNL3		1	1	0.3%	No
CACNA2D3		1	1	0.3%	No
ST6GALNAC1		1	1	0.3%	No
TSNAXIP1		1	1	0.3%	No
VPS11		1	1	0.3%	No
PECR		1	1	0.3%	No
CAND1		1	1	0.3%	No
CENPJ		1	1	0.3%	No
USE1		1	1	0.3%	No
ZC3H15		1	1	0.3%	No
DBNDD2		1	1	0.3%	No
GPRC5C		1	1	0.3%	No
UNC45A		1	1	0.3%	No
KMT2E		1	1	0.3%	No
ZC4H2		1	1	0.3%	No
NKRF		1	1	0.3%	No
INKA2		1	1	0.3%	No
MYO5C		1	1	0.3%	No
KLHL9		1	1	0.3%	No
AJAP1		1	1	0.3%	No
GNG12		1	1	0.3%	No
KLHL7		1	1	0.3%	No
NXF3		1	1	0.3%	No
BARX1		1	1	0.3%	No
PDGFC		1	1	0.3%	No
PCDHGB3		1	1	0.3%	No
PCDHGA7		1	1	0.3%	No
PCDHGA2		1	1	0.3%	No
PCDHB13		1	1	0.3%	No
PCDHB10		1	1	0.3%	No
PCDHB8		1	1	0.3%	No
PCDHB4		1	1	0.3%	No
PCDHA12		1	1	0.3%	No
PCDHA10		1	1	0.3%	No
PCDHA6		1	1	0.3%	No
PCDHA4		1	1	0.3%	No
PCDHA3		1	1	0.3%	No
PCDHA2		1	1	0.3%	No
TEX15		1	1	0.3%	No
TEX14		1	1	0.3%	No
TEX11		1	1	0.3%	No
STK31		1	1	0.3%	No
FAM214A		1	1	0.3%	No
SUSD2		1	1	0.3%	No
MRAP		1	1	0.3%	No
CTNNBL1		1	1	0.3%	No
LRRC8A		1	1	0.3%	No
CTPS2		1	1	0.3%	No
MMP26		1	1	0.3%	No
SLC2A9		1	1	0.3%	No
TRIM39		1	1	0.3%	No
PANX2		1	1	0.3%	No
AKIP1		1	1	0.3%	No
JPH1		1	1	0.3%	No
FMN2		1	1	0.3%	No
SLAMF8		1	1	0.3%	No
AGPAT3		1	1	0.3%	No
SPIRE1		1	1	0.3%	No
C1GALT1		1	1	0.3%	No
MEIS3		1	1	0.3%	No
MCCC1		1	1	0.3%	No
FEM1C		1	1	0.3%	No
DUS3L		1	1	0.3%	No
SMCO4		1	1	0.3%	No
DUSP22		1	1	0.3%	Yes
HMCES		1	1	0.3%	No
EMSY		1	1	0.3%	Yes
SDR39U1		1	1	0.3%	No
XAB2		1	1	0.3%	No
NIT2		1	1	0.3%	No
OTUD7B		1	1	0.3%	No
SHD		1	1	0.3%	No
RGMA		1	1	0.3%	No
POGLUT1		1	1	0.3%	No
ADPRM		1	1	0.3%	No
SLC12A9		1	1	0.3%	No
COQ8A		1	1	0.3%	No
CABP4		1	1	0.3%	No
SLC17A7		1	1	0.3%	No
ANKMY2		1	1	0.3%	No
DDX24		1	1	0.3%	No
SLC17A6		1	1	0.3%	No
CAMK1D		1	1	0.3%	No
LPAR5		1	1	0.3%	No
RNPEPL1		1	1	0.3%	No
PAK5		1	1	0.3%	Yes
PHTF2		1	1	0.3%	No
JPH2		1	1	0.3%	No
PELI2		1	1	0.3%	No
SALL4		1	1	0.3%	Yes
ASPHD2		1	1	0.3%	No
ZNFX1		1	1	0.3%	No
ZMIZ1		1	1	0.3%	No
KIAA1191		1	1	0.3%	No
ANKRD50		1	1	0.3%	No
RALGAPA2		1	1	0.3%	No
KIAA1147		1	1	0.3%	No
SELENON		1	1	0.3%	No
MCOLN1		1	1	0.3%	No
ATP10D		1	1	0.3%	No
SLC45A4		1	1	0.3%	No
CEMIP		1	1	0.3%	No
TTC7A		1	1	0.3%	No
ZNF630		1	1	0.3%	No
KAT14		1	1	0.3%	No
PBXIP1		1	1	0.3%	No
SENP7		1	1	0.3%	No
AICDA		1	1	0.3%	No
MRS2		1	1	0.3%	No
CLTRN		1	1	0.3%	No
SCYL1		1	1	0.3%	No
C3ORF14		1	1	0.3%	No
SLC24A3		1	1	0.3%	No
PLEKHG5		1	1	0.3%	No
DSCAML1		1	1	0.3%	No
REXO1		1	1	0.3%	No
SCAF4		1	1	0.3%	No
ZNF490		1	1	0.3%	No
GRAMD1B		1	1	0.3%	No
PLEKHG1		1	1	0.3%	No
RNF150		1	1	0.3%	No
NLN		1	1	0.3%	No
HEG1		1	1	0.3%	No
LRFN2		1	1	0.3%	No
KIDINS220		1	1	0.3%	No
MAVS		1	1	0.3%	No
ARHGAP31		1	1	0.3%	No
HECW2		1	1	0.3%	No
SRGAP1		1	1	0.3%	No
NYNRIN		1	1	0.3%	No
CASKIN1		1	1	0.3%	No
KCTD16		1	1	0.3%	No
HACE1		1	1	0.3%	No
ALPK3		2	1	0.3%	No
TXNDC16		1	1	0.3%	No
ZNF624		1	1	0.3%	No
MICAL3		1	1	0.3%	No
LRRC7		1	1	0.3%	No
NLGN2		1	1	0.3%	No
SEMA6A		1	1	0.3%	No
USP35		1	1	0.3%	No
KLHL8		1	1	0.3%	No
KLHL14		1	1	0.3%	No
TRMT5		1	1	0.3%	No
PCDH10		1	1	0.3%	No
UNC79		1	1	0.3%	No
PREX1		1	1	0.3%	No
KCNT1		1	1	0.3%	No
CRAMP1		1	1	0.3%	No
RIC1		1	1	0.3%	No
PITPNM2		1	1	0.3%	No
JCAD		1	1	0.3%	No
ISLR2		1	1	0.3%	No
NYAP2		1	1	0.3%	No
SH3RF1		1	1	0.3%	No
DHX37		1	1	0.3%	No
KIAA1522		1	1	0.3%	No
CALCOCO1		1	1	0.3%	No
KIAA1549		1	1	0.3%	No
RNF213		1	1	0.3%	Yes
GPAM		1	1	0.3%	No
ZDBF2		1	1	0.3%	No
LRRC4C		1	1	0.3%	No
MAGEE1		1	1	0.3%	No
SLC7A14		1	1	0.3%	No
SFMBT2		1	1	0.3%	No
ANO8		1	1	0.3%	No
RBAK		1	1	0.3%	No
BRINP2		1	1	0.3%	No
G6PC2		1	1	0.3%	No
CCDC181		1	1	0.3%	No
GRHL3		1	1	0.3%	No
SLAMF7		1	1	0.3%	No
ZP4		1	1	0.3%	No
SLC46A2		1	1	0.3%	No
PLEKHB1		1	1	0.3%	No
SRPRB		1	1	0.3%	No
NLRC4		1	1	0.3%	No
CREBZF	1.540e-4	1	1	0.3%	No
RPRD1B		1	1	0.3%	No
ZNF71		1	1	0.3%	No
ZNF77		1	1	0.3%	No
JAM2		1	1	0.3%	No
ZNF462		1	1	0.3%	No
OPRPN		1	1	0.3%	No
ARHGAP22		1	1	0.3%	No
MID1IP1		1	1	0.3%	No
LY6G6D		1	1	0.3%	No
IL22RA1		1	1	0.3%	No
NTN4		1	1	0.3%	No
CACNG7		1	1	0.3%	No
PLEKHA1		1	1	0.3%	No
HRH4		1	1	0.3%	No
SENP2		1	1	0.3%	No
GPBP1L1		1	1	0.3%	No
AASDHPPT		1	1	0.3%	No
AGBL5		1	1	0.3%	No
LDAH		1	1	0.3%	No
GUF1		1	1	0.3%	No
RINT1		1	1	0.3%	No
SMAP1		1	1	0.3%	No
TRAPPC11		1	1	0.3%	No
BCORL1		1	1	0.3%	Yes
ZNF335		1	1	0.3%	No
ANKEF1		1	1	0.3%	No
FAM217B		1	1	0.3%	No
DMRTB1		1	1	0.3%	No
DMRTA1		1	1	0.3%	No
KIF13A		1	1	0.3%	No
NEUROG2		1	1	0.3%	No
PRDM16		1	1	0.3%	Yes
PRDM15		1	1	0.3%	No
FIGNL1		1	1	0.3%	No
SNX16		1	1	0.3%	No
SMOC1		1	1	0.3%	No
CENPK		1	1	0.3%	No
CRLF2		1	1	0.3%	Yes
NPVF		1	1	0.3%	No
ADGRL4		1	1	0.3%	No
NOD2		1	1	0.3%	No
ABCG4		1	1	0.3%	No
NCAPG		1	1	0.3%	No
ERAP2		1	1	0.3%	No
DPEP3		1	1	0.3%	No
EDDM3B		1	1	0.3%	No
SEMA4A		1	1	0.3%	No
ABCG5		1	1	0.3%	No
ABCG8		1	1	0.3%	No
ARHGEF28		1	1	0.3%	Yes
RAB17		1	1	0.3%	No
ZSCAN31		1	1	0.3%	No
HIF3A		1	1	0.3%	No
ZMAT3		1	1	0.3%	No
ZNF106		1	1	0.3%	No
HHIP		1	1	0.3%	No
KLHL25		1	1	0.3%	No
GZF1		1	1	0.3%	No
NOM1		1	1	0.3%	No
DNAI2		1	1	0.3%	No
CLEC7A		1	1	0.3%	No
GIGYF1		1	1	0.3%	No
TMPRSS3		1	1	0.3%	No
ACBD3		1	1	0.3%	No
SMURF2		1	1	0.3%	No
CCDC136		1	1	0.3%	No
C16ORF58		1	1	0.3%	No
PARP12		1	1	0.3%	No
GAREM1		1	1	0.3%	No
PCED1A		1	1	0.3%	No
MICAL1		1	1	0.3%	No
DDX31		1	1	0.3%	No
FBXL17		1	1	0.3%	No
SLC13A3		1	1	0.3%	No
NIBAN2		1	1	0.3%	No
DCLRE1B		1	1	0.3%	No
RFX7		1	1	0.3%	No
CDCP1		1	1	0.3%	No
PCDH20		1	1	0.3%	No
AGXT2		1	1	0.3%	No
CASD1		1	1	0.3%	No
SLC30A5		1	1	0.3%	No
TTC23		1	1	0.3%	No
MRPS26		1	1	0.3%	No
MRPS5		1	1	0.3%	No
MRPL41		1	1	0.3%	No
GPBP1		1	1	0.3%	No
RAPH1		1	1	0.3%	No
NBEAL1		1	1	0.3%	No
RTN4R		1	1	0.3%	No
NOL6		1	1	0.3%	No
WNK1		1	1	0.3%	No
PCDH15		1	1	0.3%	No
CPLANE1		1	1	0.3%	No
WNK3		1	1	0.3%	No
ZSCAN18		1	1	0.3%	No
DLK2		1	1	0.3%	No
CYP4F12		1	1	0.3%	No
COLEC11		1	1	0.3%	No
C17ORF53		1	1	0.3%	No
CUEDC2		1	1	0.3%	No
DDA1		1	1	0.3%	No
GID4		1	1	0.3%	Yes
AHNAK		1	1	0.3%	No
ERI3		1	1	0.3%	No
KXD1		1	1	0.3%	No
SECISBP2		1	1	0.3%	No
TRPM8		1	1	0.3%	No
METTL16		1	1	0.3%	No
TMEM109		1	1	0.3%	No
ZNF426		1	1	0.3%	No
CHAC1		1	1	0.3%	No
TRIM48		1	1	0.3%	No
APOO		1	1	0.3%	No
ZSCAN5A		1	1	0.3%	No
GDPD3		1	1	0.3%	No
GNPTAB		1	1	0.3%	No
NOL12		1	1	0.3%	No
LILRA6		1	1	0.3%	No
ZNF343		1	1	0.3%	No
FSD1		1	1	0.3%	No
IRX1		1	1	0.3%	No
THOC6		1	1	0.3%	No
MMEL1		1	1	0.3%	No
OR13A1		1	1	0.3%	No
OR51G1		1	1	0.3%	No
OR51B4		1	1	0.3%	No
OR51B2		1	1	0.3%	No
ZXDC		1	1	0.3%	No
FCRL2		1	1	0.3%	No
B3GNT4		1	1	0.3%	No
GLB1L		1	1	0.3%	No
FYCO1		1	1	0.3%	No
RIPOR1		1	1	0.3%	No
ATP13A3		1	1	0.3%	No
NKAP		1	1	0.3%	No
CDC73		1	1	0.3%	Yes
RNF128		1	1	0.3%	No
SAP130		1	1	0.3%	No
ACSS3		1	1	0.3%	No
GALNT14		1	1	0.3%	No
NDNF		1	1	0.3%	No
OGFRL1		1	1	0.3%	No
SH3TC2		1	1	0.3%	No
EFL1		1	1	0.3%	No
EFCAB1		1	1	0.3%	No
MAP7D3		1	1	0.3%	No
RPAP3		1	1	0.3%	No
NLRX1		1	1	0.3%	No
ZDHHC14		1	1	0.3%	No
GAL3ST4		1	1	0.3%	No
ZMAT4		1	1	0.3%	No
MORC4		1	1	0.3%	No
TBC1D17		1	1	0.3%	No
BBS10		1	1	0.3%	No
CLIP4		1	1	0.3%	No
CCDC82		1	1	0.3%	No
IQCA1		1	1	0.3%	No
SUGCT		1	1	0.3%	No
MYH14		1	1	0.3%	No
ZNF665		1	1	0.3%	No
CLMN		1	1	0.3%	No
UGT2A3		1	1	0.3%	No
SLTM		1	1	0.3%	No
MMRN2		1	1	0.3%	No
EHMT1		1	1	0.3%	No
WDR78		1	1	0.3%	No
CATSPERB		1	1	0.3%	No
GEMIN6		1	1	0.3%	No
PEAK1		1	1	0.3%	No
LONRF3		1	1	0.3%	No
AGBL2		1	1	0.3%	No
FAM124B		1	1	0.3%	No
ZDHHC11		1	1	0.3%	No
CFAP69		1	1	0.3%	No
PDZD3		1	1	0.3%	No
BORA		1	1	0.3%	No
ALG13		1	1	0.3%	No
CBLL1		1	1	0.3%	No
DCAKD		1	1	0.3%	No
RIN3		1	1	0.3%	No
ZNF613		1	1	0.3%	No
PYROXD1		1	1	0.3%	No
MAGIX		1	1	0.3%	No
MRM1		1	1	0.3%	No
SYNPO2L		1	1	0.3%	No
COQ8B		1	1	0.3%	No
CNTNAP3		1	1	0.3%	No
L2HGDH		1	1	0.3%	No
DHDDS		1	1	0.3%	No
PDZD7		1	1	0.3%	No
JADE1		1	1	0.3%	No
DENND2D		1	1	0.3%	No
ZNF442		1	1	0.3%	No
CPED1		1	1	0.3%	No
GRHL2		1	1	0.3%	No
FRMD1		1	1	0.3%	No
DNAJB14		1	1	0.3%	No
TTC26		1	1	0.3%	No
PLEKHH3		1	1	0.3%	No
TMEM156		1	1	0.3%	No
RMI1		1	1	0.3%	No
LRRTM4		1	1	0.3%	No
ZNF614		1	1	0.3%	No
CCDC33		1	1	0.3%	No
LRRC8E		1	1	0.3%	No
MROH9		1	1	0.3%	No
RPF1		1	1	0.3%	No
PTGES2		1	1	0.3%	No
NAA15		1	1	0.3%	No
CWH43		1	1	0.3%	No
CTC1		1	1	0.3%	No
DBF4B		1	1	0.3%	No
MYO19		1	1	0.3%	No
ALPK1		1	1	0.3%	No
CFAP43		1	1	0.3%	No
COQ10B		1	1	0.3%	No
RAB11FIP1		1	1	0.3%	No
RUFY1		1	1	0.3%	No
PIGZ		1	1	0.3%	No
ELL3		1	1	0.3%	No
PREX2		1	1	0.3%	Yes
CEP63		1	1	0.3%	No
SLC35F5		1	1	0.3%	No
EFHC2		1	1	0.3%	No
HSD3B7		1	1	0.3%	No
TRABD		1	1	0.3%	No
MED28		1	1	0.3%	No
FLAD1		1	1	0.3%	No
PDGFD		1	1	0.3%	No
CXXC4		1	1	0.3%	No
SP6		1	1	0.3%	No
ULBP1		1	1	0.3%	No
LPAL2		1	1	0.3%	No
SLC19A3		1	1	0.3%	No
AKNA		1	1	0.3%	No
ESX1		1	1	0.3%	No
PBX4		1	1	0.3%	No
SRCIN1		1	1	0.3%	No
IQCN		1	1	0.3%	No
TTYH3		1	1	0.3%	No
ARHGAP39		1	1	0.3%	No
TMEM177		1	1	0.3%	No
CEP44		1	1	0.3%	No
APOL4		1	1	0.3%	No
EGFL8		1	1	0.3%	No
KCNH6		1	1	0.3%	No
COLEC12		1	1	0.3%	No
CLPTM1L		1	1	0.3%	No
OR5AC2		1	1	0.3%	No
OR4K15		1	1	0.3%	No
OR4A15		1	1	0.3%	No
OR2C3		1	1	0.3%	No
RSPH6A		1	1	0.3%	No
TMX1		1	1	0.3%	No
ACTL8		1	1	0.3%	No
COL21A1		1	1	0.3%	No
LBH		1	1	0.3%	No
FIP1L1		1	1	0.3%	Yes
ACSBG2		1	1	0.3%	No
CDT1		1	1	0.3%	No
VMP1		1	1	0.3%	No
TRIM7		1	1	0.3%	No
ADAMTS12		1	1	0.3%	No
TLR10		1	1	0.3%	No
SPRY4		1	1	0.3%	No
QTRT1		1	1	0.3%	No
HDHD3		1	1	0.3%	No
PCDH11Y		1	1	0.3%	No
DOHH		1	1	0.3%	No
UCK1		1	1	0.3%	No
TMEM47		1	1	0.3%	No
ZMIZ2		1	1	0.3%	No
TEX101		1	1	0.3%	No
SLC35G5		1	1	0.3%	No
DYNLRB1		1	1	0.3%	No
TEKT1		1	1	0.3%	No
TLN2		1	1	0.3%	No
MS4A8		1	1	0.3%	No
CRISPLD1		1	1	0.3%	No
HSDL1		1	1	0.3%	No
RPS6KL1		1	1	0.3%	No
CALN1		1	1	0.3%	No
TLCD3B		1	1	0.3%	No
GRWD1		1	1	0.3%	No
L3MBTL2		1	1	0.3%	No
LONP2		1	1	0.3%	No
TAS1R3		1	1	0.3%	No
USP26		1	1	0.3%	No
ESYT3		1	1	0.3%	No
SYT16		2	1	0.3%	No
TMTC1		1	1	0.3%	No
ATAD3B		1	1	0.3%	No
TAF3		1	1	0.3%	No
MRO		1	1	0.3%	No
TTLL2		1	1	0.3%	No
KCTD10		1	1	0.3%	No
KRTAP1-5		1	1	0.3%	No
KRTAP17-1		1	1	0.3%	No
HDAC10		1	1	0.3%	No
TMEM133		1	1	0.3%	No
TSSK1B		1	1	0.3%	No
SPNS1		1	1	0.3%	No
CTTNBP2		1	1	0.3%	No
MND1		1	1	0.3%	No
HDHD2		1	1	0.3%	No
PLEKHN1		1	1	0.3%	No
FAM186B		1	1	0.3%	No
QRICH2		1	1	0.3%	No
FSCB		1	1	0.3%	No
TKTL2		1	1	0.3%	No
ENKD1		1	1	0.3%	No
ACAD11		1	1	0.3%	No
FAM161A		1	1	0.3%	No
ZNF644		1	1	0.3%	No
ARID5B		1	1	0.3%	Yes
MINDY4		1	1	0.3%	No
TMEM164		1	1	0.3%	No
METTL25		1	1	0.3%	No
SETD3		1	1	0.3%	Yes
TXNDC2		1	1	0.3%	No
WDR24		1	1	0.3%	No
TRAF7		1	1	0.3%	Yes
RHBDD1		1	1	0.3%	No
ZCCHC9		1	1	0.3%	No
PSD2		1	1	0.3%	No
SGIP1		1	1	0.3%	No
POLR3GL		1	1	0.3%	No
TMEM79		1	1	0.3%	No
TMEM175		1	1	0.3%	No
UQCC2		1	1	0.3%	No
PDCD2L		1	1	0.3%	No
BRMS1L		1	1	0.3%	No
VPS25		1	1	0.3%	No
GFM2		1	1	0.3%	No
MAML2		1	1	0.3%	Yes
DOT1L		1	1	0.3%	Yes
ZNF333		1	1	0.3%	No
LCOR		1	1	0.3%	No
NEURL4		1	1	0.3%	No
MEGF10		1	1	0.3%	No
FAM120B		1	1	0.3%	No
ACTRT3		1	1	0.3%	No
ZNF559		1	1	0.3%	No
MCHR2		1	1	0.3%	No
KBTBD8		1	1	0.3%	No
MRPL43		1	1	0.3%	No
ST6GAL2		1	1	0.3%	No
FNDC1		1	1	0.3%	No
TNRC18		1	1	0.3%	No
AFAP1L2		1	1	0.3%	No
GPR174		1	1	0.3%	No
PLA2G12B		1	1	0.3%	No
ADGRE3		1	1	0.3%	No
GLIS2		1	1	0.3%	No
ZNF347		1	1	0.3%	No
CARD6		1	1	0.3%	No
TRIM55		1	1	0.3%	No
TRIM63		1	1	0.3%	No
KDM2B		1	1	0.3%	Yes
SLC9A7		1	1	0.3%	No
MS4A14		1	1	0.3%	No
CCDC54		1	1	0.3%	No
CAPS2		1	1	0.3%	No
MYO18B		1	1	0.3%	No
LNX1		1	1	0.3%	No
MGARP		1	1	0.3%	No
CNDP1		1	1	0.3%	No
USP30		1	1	0.3%	No
TRIM51		1	1	0.3%	No
FAM220A		1	1	0.3%	No
PYROXD2		1	1	0.3%	No
C19ORF48		2	1	0.3%	No
IL17RC		1	1	0.3%	No
LMNB2		1	1	0.3%	No
TRIM52		1	1	0.3%	No
LRCH3		1	1	0.3%	No
ADGRG7		1	1	0.3%	No
PARP10		1	1	0.3%	No
RPUSD4		1	1	0.3%	No
SPPL2A		1	1	0.3%	No
SLC7A3		1	1	0.3%	No
ATAD1		1	1	0.3%	No
ARHGEF39		1	1	0.3%	No
UTP4		1	1	0.3%	No
FIZ1		1	1	0.3%	No
SPRYD3		1	1	0.3%	No
MASTL		1	1	0.3%	No
ZFYVE19		1	1	0.3%	No
SERAC1		1	1	0.3%	No
NUDCD1		1	1	0.3%	No
SYTL1		1	1	0.3%	No
FBXL20		1	1	0.3%	No
AJUBA		1	1	0.3%	No
ALKBH6		1	1	0.3%	No
DISP1		1	1	0.3%	No
FAM83A		1	1	0.3%	No
REPS1		1	1	0.3%	No
ATCAY		1	1	0.3%	No
PAQR8		1	1	0.3%	No
SLC45A3		1	1	0.3%	Yes
RHPN2		1	1	0.3%	No
CCNB3		1	1	0.3%	Yes
ZCRB1		1	1	0.3%	No
KNDC1		1	1	0.3%	No
DISP2		1	1	0.3%	No
TNKS1BP1		1	1	0.3%	No
ZNF518B		1	1	0.3%	No
TANC1		1	1	0.3%	No
FHDC1		1	1	0.3%	No
SCIN		1	1	0.3%	No
PSKH2		1	1	0.3%	No
SERPINB12		1	1	0.3%	No
SERPINB11		1	1	0.3%	No
LMLN		1	1	0.3%	No
NAV1		1	1	0.3%	No
PPP1R3F		1	1	0.3%	No
ATG16L2		1	1	0.3%	No
SEC16B		1	1	0.3%	No
AQP10		1	1	0.3%	No
SLC25A21		1	1	0.3%	No
PAPLN		1	1	0.3%	No
ZNF30		1	1	0.3%	No
TSR2		1	1	0.3%	No
KCNH7		1	1	0.3%	No
ZNF551		1	1	0.3%	No
ZNF616		1	1	0.3%	No
CCDC97		1	1	0.3%	No
TICRR		1	1	0.3%	No
GADD45GIP1		1	1	0.3%	No
STPG1		1	1	0.3%	No
TBL1Y		1	1	0.3%	No
CARMIL3		1	1	0.3%	No
SEC11C		1	1	0.3%	No
CEP95		1	1	0.3%	No
PRMT9		1	1	0.3%	No
IL33		1	1	0.3%	No
ZNF697		1	1	0.3%	No
ESAM		1	1	0.3%	No
KIFC2		1	1	0.3%	No
FMNL3		1	1	0.3%	No
ZNF682		1	1	0.3%	No
SLC39A13		1	1	0.3%	No
ANKRD40		1	1	0.3%	No
ANKRD44		1	1	0.3%	No
RSAD2		1	1	0.3%	No
C12ORF65		1	1	0.3%	No
PLXNA4		1	1	0.3%	No
SLFN11		1	1	0.3%	Yes
NLRP12		1	1	0.3%	No
LONRF1		1	1	0.3%	No
ZNF804A		1	1	0.3%	No
NEK9		1	1	0.3%	No
MYLK3		1	1	0.3%	No
CHRDL1		1	1	0.3%	No
TIMD4		1	1	0.3%	No
ZNF300		1	1	0.3%	No
CCNQ		1	1	0.3%	Yes
SNX29		1	1	0.3%	Yes
ZC3HAV1L		1	1	0.3%	No
DUSP27		1	1	0.3%	No
LMBRD2		1	1	0.3%	No
ATP6AP1L		1	1	0.3%	No
ZNF585B		1	1	0.3%	No
NAF1		1	1	0.3%	No
CHMP4C		1	1	0.3%	No
ATXN3L		1	1	0.3%	No
FANK1		1	1	0.3%	No
OTOP2		1	1	0.3%	No
DRC1		1	1	0.3%	No
ZNF276		1	1	0.3%	No
MARS2		1	1	0.3%	No
ADAMTSL1		1	1	0.3%	No
B3GNT7		1	1	0.3%	No
DMKN		1	1	0.3%	No
KCNG4		2	1	0.3%	No
IGSF8		1	1	0.3%	No
C1ORF158		1	1	0.3%	No
MMGT1		1	1	0.3%	No
MYL10		1	1	0.3%	No
TPTE2		1	1	0.3%	No
SDR42E1		1	1	0.3%	No
TRMT10A		1	1	0.3%	No
CACNA2D4		1	1	0.3%	No
CAPZA3		1	1	0.3%	No
CADPS2		1	1	0.3%	No
GCNA		1	1	0.3%	No
PIGS		1	1	0.3%	No
LENG9		1	1	0.3%	No
RP1L1		1	1	0.3%	No
ABCC12		1	1	0.3%	No
OPN4		1	1	0.3%	No
CEP41		1	1	0.3%	No
FNIP1		1	1	0.3%	No
SNX18		1	1	0.3%	No
RWDD2A		1	1	0.3%	No
CMTM7		1	1	0.3%	No
KRT71		1	1	0.3%	No
FDX2		1	1	0.3%	No
NACC1		1	1	0.3%	No
PLCD3		1	1	0.3%	No
AZIN2		1	1	0.3%	No
CMTM1		1	1	0.3%	No
TRIM9		1	1	0.3%	No
LRRC37B		1	1	0.3%	No
PGLYRP2		1	1	0.3%	No
PGLYRP3		1	1	0.3%	No
MBD6		1	1	0.3%	No
XKR4		1	1	0.3%	No
GPRIN1		1	1	0.3%	No
TUBGCP5		1	1	0.3%	No
ELFN2		1	1	0.3%	No
TMEM200A		1	1	0.3%	No
GALNT13		1	1	0.3%	No
PNMA5		1	1	0.3%	No
PWWP2A		1	1	0.3%	No
OSBPL10		1	1	0.3%	No
