Gene	MutSig(Q-value)	# Mut	#	Freq	Is Cancer Gene (source: OncoKB)
HDAC6		4	4	0.8%	No
MED16		4	4	0.8%	No
MAMLD1		5	4	0.8%	No
SMC4		4	4	0.8%	No
ABCC9		7	4	0.8%	No
RAD50		4	4	0.8%	Yes
TRIM13		5	4	0.8%	No
PRG4		4	4	0.8%	No
GLYAT		4	4	0.8%	No
LILRB2		4	4	0.8%	No
ABCA8		5	4	0.8%	No
CACNG3		4	4	0.8%	No
COG5		5	4	0.8%	No
ZBTB18		4	4	0.8%	No
CCT7		4	4	0.8%	No
STAG2		5	4	0.8%	Yes
RAI1		5	4	0.8%	No
KDM5B		5	4	0.8%	No
ZNF460		4	4	0.8%	No
EHMT2		4	4	0.8%	No
GCN1		4	4	0.8%	No
KERA		4	4	0.8%	No
CIT		4	4	0.8%	No
POLR3A		7	4	0.8%	No
SLC7A9		5	4	0.8%	No
SP140		4	4	0.8%	Yes
SYNRG		4	4	0.8%	No
SCN11A		4	4	0.8%	No
PHB2		4	4	0.8%	No
LAMB4		5	4	0.8%	No
COBLL1		4	4	0.8%	No
DLGAP4		4	4	0.8%	No
NLRP1		8	4	0.8%	No
SLITRK3		4	4	0.8%	No
CNKSR2		5	4	0.8%	No
KIFAP3		4	4	0.8%	No
TPX2		4	4	0.8%	No
PLCH1		5	4	0.8%	No
DOP1A		6	4	0.8%	No
PDZD2		7	4	0.8%	No
MON2		4	4	0.8%	No
ZSWIM8		6	4	0.8%	No
SETX		4	4	0.8%	No
MAST2		4	4	0.8%	No
TBC1D9		4	4	0.8%	No
MPRIP		5	4	0.8%	No
CEP68		4	4	0.8%	No
PHLDB1		5	4	0.8%	No
MDN1		8	4	0.8%	No
PRRC2C		7	4	0.8%	No
NUP210		4	4	0.8%	No
SIK2		4	4	0.8%	No
DNMBP		4	4	0.8%	No
MAN2B2		5	4	0.8%	No
PSD3		4	4	0.8%	No
ABCA6		5	4	0.8%	No
TMEM131		6	4	0.8%	No
NUP188		4	4	0.8%	No
SCRIB		5	4	0.8%	No
SRRM2		7	4	0.8%	No
RAB3GAP2		4	4	0.8%	No
HECTD1		4	4	0.8%	No
PRKD2		4	4	0.8%	No
ABI3BP		5	4	0.8%	No
TRIM58		4	4	0.8%	No
PLEKHG4		4	4	0.8%	No
ZDHHC5		4	4	0.8%	No
ZNF521		4	4	0.8%	Yes
KANK2		4	4	0.8%	No
ADGRA2		4	4	0.8%	Yes
PCDHGA12		4	4	0.8%	No
CFAP61		4	4	0.8%	No
TANC2		7	4	0.8%	No
EPC2		4	4	0.8%	No
ABCA12		6	4	0.8%	No
SEZ6L2		4	4	0.8%	No
OR12D2		4	4	0.8%	No
ZBTB11		4	4	0.8%	No
MORC1		4	4	0.8%	No
FILIP1		4	4	0.8%	No
INTU		5	4	0.8%	No
PCDH11X		4	4	0.8%	No
USP25		4	4	0.8%	No
EFEMP2		4	4	0.8%	No
ADGRE2		5	4	0.8%	No
CD209		5	4	0.8%	No
ASAP1		4	4	0.8%	No
SHANK1		4	4	0.8%	No
PCDH12		4	4	0.8%	No
UBR5		9	4	0.8%	Yes
SRRT		4	4	0.8%	No
PADI3		5	4	0.8%	No
RAPGEF6		7	4	0.8%	No
ARID4B		4	4	0.8%	Yes
ADAM22		4	4	0.8%	No
BRWD1		8	4	0.8%	No
NLGN3		4	4	0.8%	No
MOV10L1		4	4	0.8%	No
DHX29		4	4	0.8%	No
PCDH18		4	4	0.8%	No
DDX4		5	4	0.8%	No
UGT1A8		5	4	0.8%	No
TMEM104		4	4	0.8%	No
TBC1D8B		4	4	0.8%	No
RNF43		4	4	0.8%	Yes
PHIP		7	4	0.8%	No
ATG2B		5	4	0.8%	No
PIWIL2		4	4	0.8%	No
RBM28		4	4	0.8%	No
VPS13D		6	4	0.8%	No
PANK4		4	4	0.8%	No
VRTN		4	4	0.8%	No
FBXW7		4	4	0.8%	Yes
ZGRF1		4	4	0.8%	No
CDCA7L		4	4	0.8%	No
NSUN5		4	4	0.8%	No
CCDC88A		7	4	0.8%	No
IPO9		6	4	0.8%	No
ZNF334		5	4	0.8%	No
OGDHL		4	4	0.8%	No
UGGT2		4	4	0.8%	No
TTC17		4	4	0.8%	No
FGD6		4	4	0.8%	No
CENPJ		6	4	0.8%	No
PPP2R2D		4	4	0.8%	No
KMT2E		5	4	0.8%	No
PCDHB3		4	4	0.8%	No
PCDHA7		4	4	0.8%	No
PCDHA5		5	4	0.8%	No
TEX15		4	4	0.8%	No
YLPM1		4	4	0.8%	No
TRPV5		4	4	0.8%	No
METTL3		4	4	0.8%	No
CYP26B1		6	4	0.8%	No
KNL1		4	4	0.8%	Yes
TRIM54		4	4	0.8%	No
ANKRD50		5	4	0.8%	No
RALGAPA2		5	4	0.8%	No
THOC2		7	4	0.8%	No
ADAMTSL3		8	4	0.8%	No
ATP10A		4	4	0.8%	No
TTC7A		4	4	0.8%	No
SLC24A3		4	4	0.8%	No
REXO1		4	4	0.8%	No
KIAA1210		5	4	0.8%	No
HEG1		4	4	0.8%	No
ARHGAP31		4	4	0.8%	No
HACE1		5	4	0.8%	No
SHROOM3		4	4	0.8%	No
KIAA1549		5	4	0.8%	No
CHD8		4	4	0.8%	No
ZDBF2		5	4	0.8%	No
SPTBN4		8	4	0.8%	No
RAP2C		4	4	0.8%	No
ZP4		4	4	0.8%	No
ZNF462		7	4	0.8%	No
BACH2		4	4	0.8%	Yes
DHX35		5	4	0.8%	No
TNN		7	4	0.8%	No
ZNF335		4	4	0.8%	No
NPAS3		4	4	0.8%	No
IFIH1		4	4	0.8%	No
COP1		4	4	0.8%	Yes
GALNT17		4	4	0.8%	No
ARAP3		6	4	0.8%	No
CSMD1		4	4	0.8%	No
VPS16		4	4	0.8%	No
PARP12		4	4	0.8%	No
NIBAN2		4	4	0.8%	No
NBEAL1		5	4	0.8%	No
PRAMEF1		4	4	0.8%	No
WNK1		4	4	0.8%	No
PCDH15		4	4	0.8%	No
C17ORF53		5	4	0.8%	No
TRPM8		4	4	0.8%	No
CEP97		4	4	0.8%	No
TANGO6		4	4	0.8%	No
MCPH1		4	4	0.8%	No
MAP7D3		4	4	0.8%	No
LRRK1		5	4	0.8%	No
MYH14		4	4	0.8%	No
CLMN		5	4	0.8%	No
HHIPL2		4	4	0.8%	No
PEAK1		5	4	0.8%	No
BTNL8		4	4	0.8%	No
TRMT2B		4	4	0.8%	No
POF1B		4	4	0.8%	No
PCNX2		7	4	0.8%	No
ADAMTS20		4	4	0.8%	No
CCDC33		5	4	0.8%	No
FAAP100		4	4	0.8%	No
PREX2		5	4	0.8%	Yes
OR4C15		5	4	0.8%	No
ADAMTS12		4	4	0.8%	No
NETO1		4	4	0.8%	No
FERMT3		7	4	0.8%	No
QRICH2		4	4	0.8%	No
DRC7		4	4	0.8%	No
CARD11		4	4	0.8%	Yes
FRMPD3		7	4	0.8%	No
MEGF10		6	4	0.8%	No
FNDC1		4	4	0.8%	No
ZNF347		5	4	0.8%	No
SLC9A7		4	4	0.8%	No
PRRC2B		5	4	0.8%	No
ADGRG7		6	4	0.8%	No
REPS1		5	4	0.8%	No
COL27A1		4	4	0.8%	No
MICALL1		4	4	0.8%	No
HELZ2		6	4	0.8%	No
KNDC1		4	4	0.8%	No
DCLK3		5	4	0.8%	No
HS6ST2		4	4	0.8%	No
FRMD7		4	4	0.8%	No
ZNF479		5	4	0.8%	No
FMNL3		4	4	0.8%	No
ZNF845		4	4	0.8%	No
MYLK3		5	4	0.8%	No
CHRDL1		4	4	0.8%	No
DUSP27		4	4	0.8%	No
LMBRD2		5	4	0.8%	No
SHKBP1		4	4	0.8%	No
ADAMTSL1		7	4	0.8%	No
TPTE2		4	4	0.8%	No
GCNA		4	4	0.8%	No
CSMD2		6	4	0.8%	No
SORCS1		5	4	0.8%	No
ZBED9		4	4	0.8%	No
SLC5A11		4	4	0.8%	No
SLC26A8		8	4	0.8%	No
MED12L		6	4	0.8%	No
AGAP3		4	4	0.8%	No
DACH2		5	4	0.8%	No
TMC2		5	4	0.8%	No
RXFP2		4	4	0.8%	No
AK7		4	4	0.8%	No
AGBL1		4	4	0.8%	No
USH1G		4	4	0.8%	No
OR1M1		4	4	0.8%	No
MISP		4	4	0.8%	No
TCHHL1		4	4	0.8%	No
WDR63		5	4	0.8%	No
TSHZ2		4	4	0.8%	No
CCDC173		4	4	0.8%	No
CCDC148		4	4	0.8%	No
PASD1		4	4	0.8%	No
PWWP3B		4	4	0.8%	No
AMER1		8	4	0.8%	Yes
MYO3B		4	4	0.8%	No
SLC2A14		4	4	0.8%	No
CFAP54		4	4	0.8%	No
LRFN5		10	4	0.8%	No
NLRP4		5	4	0.8%	No
PM20D1		4	4	0.8%	No
PLEKHG4B		4	4	0.8%	No
AMOTL1		4	4	0.8%	No
ZNF425		4	4	0.8%	No
KCNU1		4	4	0.8%	No
LINGO2		4	4	0.8%	No
SAXO1		4	4	0.8%	No
ARHGAP36		4	4	0.8%	No
MAGEB6		4	4	0.8%	No
MDGA2		4	4	0.8%	No
ADGRA3		4	4	0.8%	No
ADAMTS16		4	4	0.8%	No
INTS6L		7	4	0.8%	No
PDILT		4	4	0.8%	No
AMER3		4	4	0.8%	No
AK9		4	4	0.8%	No
ADGRF4		4	4	0.8%	No
SDK1		4	4	0.8%	No
GPRC6A		4	4	0.8%	No
GAS2L2		6	4	0.8%	No
UBN2		5	4	0.8%	No
BCLAF3		4	4	0.8%	No
ADGRF1		4	4	0.8%	No
ADGRD1		4	4	0.8%	No
DPY19L2		4	4	0.8%	No
CLEC9A		4	4	0.8%	No
KSR2		4	4	0.8%	Yes
LAMA1		7	4	0.8%	No
SLC9C2		4	4	0.8%	No
EPHA10		4	4	0.8%	No
CCDC150		5	4	0.8%	No
ATP11C		4	4	0.8%	No
KRT6C		4	4	0.8%	No
KRT73		4	4	0.8%	No
TRIML1		5	4	0.8%	No
ABCB5		6	4	0.8%	No
ZC3H12B		4	4	0.8%	No
LHFPL1		4	4	0.8%	No
NCKAP5		5	4	0.8%	No
MACC1		4	4	0.8%	No
KIF24		4	4	0.8%	No
HCN1		4	4	0.8%	No
NRROS		4	4	0.8%	No
PCARE		8	4	0.8%	No
MAP3K15		5	4	0.8%	No
OR9G1		4	4	0.8%	No
PCNX3		4	4	0.8%	No
FSIP2		4	4	0.8%	No
DDI1		5	4	0.8%	No
FAM47C		4	4	0.8%	No
POTEE		4	4	0.8%	No
PALM2-AKAP2		4	4	0.8%	No
PJVK		4	4	0.8%	No
ATP5MF-PTCD1		6	4	0.8%	No
NAT2		3	3	0.6%	No
AANAT		3	3	0.6%	No
AARS		3	3	0.6%	No
ABCA3		4	3	0.6%	No
ABCB7		3	3	0.6%	No
AOC1		3	3	0.6%	No
ACLY		3	3	0.6%	No
ACVR1B		3	3	0.6%	Yes
ADAM10		3	3	0.6%	No
ADCY1		3	3	0.6%	No
ADCY2		4	3	0.6%	No
ADCY5		3	3	0.6%	No
ADH1C		3	3	0.6%	No
GRK2		4	3	0.6%	No
GRK3		4	3	0.6%	No
ADSL		4	3	0.6%	No
AP1B1		4	3	0.6%	No
AEBP1		3	3	0.6%	No
AFM		3	3	0.6%	No
AFP		4	3	0.6%	No
JAG1		4	3	0.6%	No
CRYBG1		3	3	0.6%	No
ALPP		3	3	0.6%	No
AMPD2		3	3	0.6%	No
ANXA6		4	3	0.6%	No
ANXA11		3	3	0.6%	No
AOX1		4	3	0.6%	No
APAF1		3	3	0.6%	No
APBA1		3	3	0.6%	No
ARHGAP5		3	3	0.6%	No
ARSD		3	3	0.6%	No
ASPH		3	3	0.6%	No
ZFHX3		5	3	0.6%	Yes
ATP1A2		3	3	0.6%	No
ATP2B3		4	3	0.6%	Yes
ATP7B		4	3	0.6%	No
BBS4		3	3	0.6%	No
BCL6		3	3	0.6%	Yes
CFB		3	3	0.6%	No
PRDM1		3	3	0.6%	Yes
BLM		3	3	0.6%	Yes
BRAF		4	3	0.6%	Yes
BUB1		4	3	0.6%	No
C5		6	3	0.6%	No
C6		3	3	0.6%	No
C8B		4	3	0.6%	No
DAGLA		3	3	0.6%	No
CACNA1D		6	3	0.6%	Yes
CACNA2D1		4	3	0.6%	No
CAMK2A		3	3	0.6%	No
CASP8		3	3	0.6%	Yes
CCIN		3	3	0.6%	No
CD1B		3	3	0.6%	No
MS4A1		3	3	0.6%	No
CD22		3	3	0.6%	Yes
SIGLEC6		3	3	0.6%	No
CD36		4	3	0.6%	Yes
ENTPD1		3	3	0.6%	No
ENTPD6		3	3	0.6%	No
CD72		3	3	0.6%	No
CDC27		3	3	0.6%	No
CDH1		5	3	0.6%	Yes
CDH8		4	3	0.6%	No
CDKN2A		3	3	0.6%	Yes
CDKN2C		3	3	0.6%	Yes
CENPF		5	3	0.6%	No
CFTR		3	3	0.6%	No
CHAT		4	3	0.6%	No
CHD1		3	3	0.6%	No
CHD2		3	3	0.6%	Yes
CHD3		4	3	0.6%	No
CHRM1		3	3	0.6%	No
CHRM3		3	3	0.6%	No
CHRNA1		3	3	0.6%	No
CLCN4		3	3	0.6%	No
CLCN5		5	3	0.6%	No
CNGB1		3	3	0.6%	No
CNGA3		4	3	0.6%	No
COL1A1		4	3	0.6%	Yes
COL4A4		5	3	0.6%	No
COL5A1		4	3	0.6%	No
COL5A2		3	3	0.6%	No
COL6A1		3	3	0.6%	No
COL9A1		5	3	0.6%	No
COL11A2		4	3	0.6%	No
COL13A1		3	3	0.6%	No
COPB1		3	3	0.6%	No
MAP3K8		3	3	0.6%	No
COX10		3	3	0.6%	No
CPA1		3	3	0.6%	No
CRHR2		3	3	0.6%	No
CSN3		3	3	0.6%	No
CSTF2		3	3	0.6%	No
CSTF3		4	3	0.6%	No
CTNNA2		3	3	0.6%	No
CTNNB1		3	3	0.6%	Yes
CTNND2		3	3	0.6%	No
CTSB		3	3	0.6%	No
CYP2C19		3	3	0.6%	No
CYP2C18		3	3	0.6%	No
CYP3A4		3	3	0.6%	No
CYP4B1		3	3	0.6%	No
CYP11A1		3	3	0.6%	No
DGKA		3	3	0.6%	No
DCTN1		3	3	0.6%	Yes
DDX5		3	3	0.6%	Yes
DIAPH1		3	3	0.6%	No
DLX5		3	3	0.6%	No
DYNC1I1		3	3	0.6%	No
DYNC1I2		3	3	0.6%	No
DOCK2		3	3	0.6%	No
DPP4		3	3	0.6%	No
DRD5		3	3	0.6%	No
DUSP5		3	3	0.6%	No
ECT2		4	3	0.6%	No
EFNA3		3	3	0.6%	No
EIF1AX		3	3	0.6%	Yes
EIF4B		3	3	0.6%	No
EIF4G1		3	3	0.6%	No
ADGRE1		3	3	0.6%	No
EPHA7		4	3	0.6%	Yes
EPHB4		3	3	0.6%	Yes
EPHB6		3	3	0.6%	No
ERBB4		4	3	0.6%	Yes
ERN1		4	3	0.6%	No
EXTL1		3	3	0.6%	No
EZH1		4	3	0.6%	Yes
F2RL1		3	3	0.6%	No
F13B		3	3	0.6%	No
ACSL1		3	3	0.6%	No
FANCB		3	3	0.6%	No
FBLN2		4	3	0.6%	No
FES		4	3	0.6%	Yes
FGF5		3	3	0.6%	No
GPC5		3	3	0.6%	No
FOXI1		3	3	0.6%	No
FMO1		3	3	0.6%	No
FRK		3	3	0.6%	No
FUS		3	3	0.6%	Yes
FUT5		3	3	0.6%	No
GABRB1		4	3	0.6%	No
GABRB2		4	3	0.6%	No
GABRD		4	3	0.6%	No
GABRP		3	3	0.6%	No
GAK		4	3	0.6%	No
GALNT1		4	3	0.6%	No
GANC		5	3	0.6%	No
GATA3		3	3	0.6%	Yes
GATA6		3	3	0.6%	Yes
GDI1		3	3	0.6%	No
GFPT1		3	3	0.6%	No
GGT5		3	3	0.6%	No
GHR		4	3	0.6%	No
GJA1		5	3	0.6%	No
GLDC		3	3	0.6%	No
GLI1		3	3	0.6%	Yes
GLI2		4	3	0.6%	No
GNAI1		3	3	0.6%	No
GOLGA4		3	3	0.6%	No
GPR37		3	3	0.6%	No
FFAR2		3	3	0.6%	No
GRK4		4	3	0.6%	No
RAPGEF1		3	3	0.6%	No
GRIN2C		3	3	0.6%	No
GRIN2D		4	3	0.6%	No
NR3C1		3	3	0.6%	No
GRM5		4	3	0.6%	No
GRM7		3	3	0.6%	No
GRPR		3	3	0.6%	No
GTF3C1		4	3	0.6%	No
GUCY2C		3	3	0.6%	No
GUCY2F		3	3	0.6%	No
HADHA		3	3	0.6%	No
HTT		4	3	0.6%	No
HIP1		3	3	0.6%	Yes
HK1		3	3	0.6%	No
HK2		4	3	0.6%	No
HK3		3	3	0.6%	No
HLA-DMB		4	3	0.6%	No
HLA-DRA		3	3	0.6%	No
HNF4A		3	3	0.6%	No
HOXA1		3	3	0.6%	No
HPS1		3	3	0.6%	No
HRH1		3	3	0.6%	No
HTR2C		3	3	0.6%	No
IGHD		3	3	0.6%	No
IGHG4		3	3	0.6%	No
IHH		3	3	0.6%	No
IL6ST		3	3	0.6%	Yes
CXCR2		3	3	0.6%	No
IL12RB2		3	3	0.6%	No
IL13RA1		3	3	0.6%	No
IMPG1		3	3	0.6%	No
IREB2		3	3	0.6%	No
ITGAE		4	3	0.6%	No
ITGAL		3	3	0.6%	No
ITGAM		3	3	0.6%	No
ITGB4		4	3	0.6%	No
ITIH4		3	3	0.6%	No
JARID2		3	3	0.6%	Yes
ANOS1		3	3	0.6%	No
KCNA4		3	3	0.6%	No
KCNA5		3	3	0.6%	No
KCNA10		3	3	0.6%	No
KCNJ2		4	3	0.6%	No
KCNJ15		3	3	0.6%	No
KCNMA1		3	3	0.6%	No
KCNN2		3	3	0.6%	No
KCNS3		3	3	0.6%	No
KIF5A		3	3	0.6%	No
KLKB1		3	3	0.6%	No
KPNA5		3	3	0.6%	No
KRT1		3	3	0.6%	No
KRT3		3	3	0.6%	No
KRT8		4	3	0.6%	No
KRT13		3	3	0.6%	No
KRT81		3	3	0.6%	No
LAMA4		3	3	0.6%	No
LAMB1		3	3	0.6%	No
LAMC2		4	3	0.6%	No
LBP		3	3	0.6%	No
LIG3		3	3	0.6%	No
LLGL2		3	3	0.6%	No
LTA4H		4	3	0.6%	No
SMAD9		3	3	0.6%	No
MAG		3	3	0.6%	No
MAGEA6		3	3	0.6%	No
MAGEB4		3	3	0.6%	No
MAP2		5	3	0.6%	No
MBL2		3	3	0.6%	No
MC5R		3	3	0.6%	No
MCC		3	3	0.6%	No
MCM6		3	3	0.6%	No
MCM7		3	3	0.6%	No
CD46		3	3	0.6%	No
MAP3K5		3	3	0.6%	No
MEP1A		3	3	0.6%	No
MGAT3		3	3	0.6%	No
MLLT1		3	3	0.6%	Yes
MLLT3		3	3	0.6%	Yes
AFDN		4	3	0.6%	Yes
MLLT6		4	3	0.6%	Yes
MMP15		5	3	0.6%	No
MNDA		3	3	0.6%	No
MYO1B		3	3	0.6%	No
MUSK		3	3	0.6%	No
MYBPC1		4	3	0.6%	No
MYF5		4	3	0.6%	No
MYLK		3	3	0.6%	No
MYO1C		5	3	0.6%	No
MYO10		7	3	0.6%	No
NAGLU		3	3	0.6%	No
NEDD9		3	3	0.6%	No
NELL1		4	3	0.6%	No
NOS2		3	3	0.6%	No
CNOT2		3	3	0.6%	No
NPY		3	3	0.6%	No
NPR3		3	3	0.6%	No
NPTX1		3	3	0.6%	No
NPY1R		3	3	0.6%	No
NTRK3		3	3	0.6%	Yes
OCRL		4	3	0.6%	No
PCSK6		3	3	0.6%	No
PAPPA		4	3	0.6%	No
PC		3	3	0.6%	Yes
PCBP2		3	3	0.6%	No
PCK1		4	3	0.6%	No
PCSK5		5	3	0.6%	No
PDE6A		3	3	0.6%	No
PDGFRL		3	3	0.6%	No
PDHA1		3	3	0.6%	No
SLC26A4		4	3	0.6%	No
PEG3		3	3	0.6%	No
PER1		3	3	0.6%	Yes
PFAS		6	3	0.6%	No
PHEX		3	3	0.6%	No
SERPINB10		3	3	0.6%	No
SERPINB13		3	3	0.6%	No
PIK3CD		3	3	0.6%	Yes
PIK3CG		4	3	0.6%	Yes
PI4KA		5	3	0.6%	No
PKP2		4	3	0.6%	No
PLCB2		3	3	0.6%	No
PLCB4		3	3	0.6%	No
PLG		4	3	0.6%	No
PLXNA2		5	3	0.6%	No
PMS2		4	3	0.6%	Yes
PODXL		3	3	0.6%	No
POLB		3	3	0.6%	No
POLE		7	3	0.6%	Yes
POU1F1		3	3	0.6%	No
MED1		4	3	0.6%	No
PPP1R3A		3	3	0.6%	No
PPP1R10		3	3	0.6%	No
PPP2R3A		3	3	0.6%	No
PPP2R5D		4	3	0.6%	No
PRB3		3	3	0.6%	No
PRF1		3	3	0.6%	Yes
PRKCA		5	3	0.6%	No
MAPK4		3	3	0.6%	No
MAPK7		4	3	0.6%	No
PSG7		3	3	0.6%	No
PSG9		3	3	0.6%	No
PTPN9		6	3	0.6%	No
PTPN13		3	3	0.6%	Yes
PTPRJ		3	3	0.6%	No
PWP2		3	3	0.6%	No
PYGL		3	3	0.6%	No
QARS		3	3	0.6%	No
QDPR		3	3	0.6%	No
RAP1GDS1		3	3	0.6%	Yes
RASGRF1		4	3	0.6%	No
RASGRF2		3	3	0.6%	No
ARID4A		6	3	0.6%	Yes
RBP3		5	3	0.6%	No
RENBP		3	3	0.6%	No
UPF1		3	3	0.6%	Yes
REV3L		4	3	0.6%	No
RFX4		3	3	0.6%	No
RLF		3	3	0.6%	No
ABCE1		3	3	0.6%	No
ROBO1		3	3	0.6%	Yes
RORB		3	3	0.6%	No
RPS6KA3		3	3	0.6%	No
RS1		3	3	0.6%	No
RTN1		3	3	0.6%	No
SORT1		3	3	0.6%	No
MAPK12		3	3	0.6%	No
SCN4A		5	3	0.6%	No
SCN7A		3	3	0.6%	No
SCNN1B		3	3	0.6%	No
SCNN1G		3	3	0.6%	No
SDHA		3	3	0.6%	Yes
SEL1L		3	3	0.6%	No
SEMG1		3	3	0.6%	No
SETMAR		3	3	0.6%	No
ITSN1		4	3	0.6%	No
PMEL		4	3	0.6%	No
SIM1		3	3	0.6%	No
SLC4A3		4	3	0.6%	No
SLC6A2		3	3	0.6%	No
SLC6A6		3	3	0.6%	No
SLC6A12		4	3	0.6%	No
SLC7A1		3	3	0.6%	No
SLC9A2		5	3	0.6%	No
SLC12A1		3	3	0.6%	No
SLC12A2		5	3	0.6%	No
SLC13A1		3	3	0.6%	No
SLC34A1		3	3	0.6%	No
SORL1		3	3	0.6%	No
SOS2		4	3	0.6%	No
SP3		4	3	0.6%	No
SP100		4	3	0.6%	No
SPAM1		3	3	0.6%	No
SPTBN1		6	3	0.6%	No
SPTBN2		3	3	0.6%	No
SRPRA		3	3	0.6%	No
ST14		4	3	0.6%	No
STAT5B		3	3	0.6%	Yes
TACR3		3	3	0.6%	No
TAF2		3	3	0.6%	No
TAF4B		4	3	0.6%	No
TAZ		3	3	0.6%	No
ELOA		3	3	0.6%	No
HNF1B		3	3	0.6%	No
TDG		3	3	0.6%	No
TEAD1		3	3	0.6%	No
TEK		4	3	0.6%	Yes
TFAP2B		4	3	0.6%	No
NR2F2		3	3	0.6%	No
TGFBR2		4	3	0.6%	Yes
TH		3	3	0.6%	No
THBS1		3	3	0.6%	No
THBS2		4	3	0.6%	No
THBS3		4	3	0.6%	No
TLL1		4	3	0.6%	No
TLN1		3	3	0.6%	No
TLR1		3	3	0.6%	No
TNS1		4	3	0.6%	No
TOP3A		3	3	0.6%	No
TP53BP1		3	3	0.6%	Yes
TRAF5		3	3	0.6%	Yes
TRO		3	3	0.6%	No
TRPC3		3	3	0.6%	No
TRPC5		3	3	0.6%	No
TSC2		3	3	0.6%	Yes
TSHR		4	3	0.6%	Yes
TTK		4	3	0.6%	No
TUB		5	3	0.6%	No
TUBA3C		3	3	0.6%	No
UBA7		3	3	0.6%	No
UGT2B10		3	3	0.6%	No
VDAC3		3	3	0.6%	No
VRK1		3	3	0.6%	No
WNT11		4	3	0.6%	No
YWHAB		3	3	0.6%	No
ZFPL1		3	3	0.6%	No
ZNF711		3	3	0.6%	No
ZNF91		3	3	0.6%	No
ZNF99		3	3	0.6%	No
MKRN3		3	3	0.6%	No
ZNF148		3	3	0.6%	No
ZNF157		4	3	0.6%	No
ZNF208		3	3	0.6%	No
ZNF217		3	3	0.6%	Yes
ZNF229		4	3	0.6%	No
PXDN		4	3	0.6%	No
RNF103		3	3	0.6%	No
KAT6A		4	3	0.6%	Yes
CCDC6		3	3	0.6%	Yes
CUL5		4	3	0.6%	No
NCOA3		3	3	0.6%	Yes
EPX		4	3	0.6%	No
FZD1		3	3	0.6%	No
FZD9		3	3	0.6%	No
SPOP		3	3	0.6%	Yes
EEA1		3	3	0.6%	No
RECK		3	3	0.6%	No
FOXN1		3	3	0.6%	No
TPST1		4	3	0.6%	No
CDC42BPA		4	3	0.6%	No
OFD1		3	3	0.6%	No
SEMA7A		3	3	0.6%	No
PRSS12		3	3	0.6%	No
PPM1D		3	3	0.6%	Yes
ITGA10		4	3	0.6%	No
ITGA8		4	3	0.6%	No
CPZ		5	3	0.6%	No
LGR5		5	3	0.6%	No
MADD		3	3	0.6%	No
CADPS		6	3	0.6%	No
TP63		3	3	0.6%	Yes
GALNT4		3	3	0.6%	No
RNGTT		3	3	0.6%	No
MYOM1		3	3	0.6%	No
PABPC4		4	3	0.6%	No
RIOK3		4	3	0.6%	No
IL1RL2		3	3	0.6%	No
IL18R1		3	3	0.6%	No
INPP4B		3	3	0.6%	Yes
PER3		3	3	0.6%	No
SYNJ1		6	3	0.6%	No
NAE1		3	3	0.6%	No
MTMR3		4	3	0.6%	No
MTMR2		4	3	0.6%	No
GYG2		3	3	0.6%	No
TIMELESS		3	3	0.6%	No
BSN		10	3	0.6%	No
BAIAP3		3	3	0.6%	No
FUBP3		3	3	0.6%	No
TAF1B		3	3	0.6%	No
SLC13A2		3	3	0.6%	No
USP14		3	3	0.6%	No
RGN		3	3	0.6%	No
LATS1		3	3	0.6%	Yes
KRT75		3	3	0.6%	No
FAM50A		3	3	0.6%	No
AIFM1		4	3	0.6%	No
NEURL1		3	3	0.6%	No
SLC28A1		3	3	0.6%	No
SCAF11		4	3	0.6%	No
MYOM2		4	3	0.6%	No
SRSF11		3	3	0.6%	No
ASIC3		3	3	0.6%	No
CD163		3	3	0.6%	No
TGM5		3	3	0.6%	No
NDST3		3	3	0.6%	No
PPIG		5	3	0.6%	No
KL		3	3	0.6%	No
NRXN3		3	3	0.6%	No
LIPG		3	3	0.6%	No
ECEL1		3	3	0.6%	No
IL27RA		3	3	0.6%	No
THEMIS2		3	3	0.6%	No
ATG5		3	3	0.6%	Yes
ROCK2		3	3	0.6%	No
NAPSA		3	3	0.6%	No
SLC4A7		3	3	0.6%	No
SLC4A8		4	3	0.6%	No
PMPCB		3	3	0.6%	No
STXBP5L		4	3	0.6%	No
CDC42BPB		5	3	0.6%	No
PITPNM1		4	3	0.6%	No
TRAF4		3	3	0.6%	No
ZNF592		4	3	0.6%	No
GCC2		4	3	0.6%	No
TTC37		4	3	0.6%	No
IPO13		3	3	0.6%	No
UBE3C		3	3	0.6%	No
NOS1AP		3	3	0.6%	No
SEMA3E		4	3	0.6%	No
SART3		3	3	0.6%	No
USP34		6	3	0.6%	No
SETD1A		3	3	0.6%	Yes
KIAA0232		3	3	0.6%	No
CKAP5		5	3	0.6%	No
MAML1		3	3	0.6%	No
CTIF		4	3	0.6%	No
SFI1		3	3	0.6%	No
KIAA0753		5	3	0.6%	No
CEP350		6	3	0.6%	No
CEP170		5	3	0.6%	No
SETDB1		3	3	0.6%	Yes
AREL1		4	3	0.6%	No
ZC3H11A		4	3	0.6%	No
NCAPD2		5	3	0.6%	No
HELZ		4	3	0.6%	No
PUM3		3	3	0.6%	No
DCLRE1A		3	3	0.6%	No
EXOG		3	3	0.6%	No
AMMECR1		3	3	0.6%	No
TNFSF15		3	3	0.6%	No
