Gene	Gistic(Q-value)	Cytoband	CNA	#	Freq	Is Cancer Gene (source: OncoKB)
IFITM2		11p15.5	DEL	26	5.1%	No
PKP3		11p15.5	DEL	26	5.1%	No
ERC1		12p13.33	AMP	26	5.1%	Yes
ATG4B		2q37.3	DEL	26	5.1%	No
SIRT3		11p15.5	DEL	26	5.1%	No
THAP4		2q37.3	DEL	26	5.1%	No
CPA4	1.553e-7	7q32.2	AMP	26	5.1%	No
BET1L		11p15.5	DEL	26	5.1%	No
CEND1		11p15.5	DEL	26	5.1%	No
CDHR5		11p15.5	DEL	26	5.1%	No
TOLLIP		11p15.5	DEL	26	5.1%	No
PIDD1		11p15.5	DEL	26	5.1%	No
PNPLA2		11p15.5	DEL	26	5.1%	No
PHRF1		11p15.5	DEL	26	5.1%	No
SIGIRR		11p15.5	DEL	26	5.1%	No
RIC8A		11p15.5	DEL	26	5.1%	No
GAL3ST2		2q37.3	DEL	26	5.1%	No
EPS8L2		11p15.5	DEL	26	5.1%	No
WNK1		12p13.33	AMP	26	5.1%	No
CHID1		11p15.5	DEL	26	5.1%	No
SLC25A22		11p15.5	DEL	26	5.1%	No
PGGHG		11p15.5	DEL	26	5.1%	No
WNT5B		12p13.33	AMP	26	5.1%	No
PTDSS2		11p15.5	DEL	26	5.1%	No
MOB2		11p15.5	DEL	26	5.1%	No
ING5		2q37.3	DEL	26	5.1%	No
SYT8		11p15.5	DEL	26	5.1%	No
CPA5	1.553e-7	7q32.2	AMP	26	5.1%	No
CEP41	1.553e-7	7q32.2	AMP	26	5.1%	No
ODF3		11p15.5	DEL	26	5.1%	No
LRRC56		11p15.5	DEL	26	5.1%	No
KIR3DL3	1.443e-28	19q13.42	DEL	26	5.1%	No
NEU4		2q37.3	DEL	26	5.1%	No
FBXL14		12p13.33	AMP	26	5.1%	No
SCGB1C1		11p15.5	DEL	26	5.1%	No
TMEM74		8q23.1	AMP	26	5.1%	No
NLRP6		11p15.5	DEL	26	5.1%	No
DCP1B		12p13.33	AMP	26	5.1%	No
LMNTD2		11p15.5	DEL	26	5.1%	No
CRACR2B		11p15.5	DEL	26	5.1%	No
TMEM80		11p15.5	DEL	26	5.1%	No
RTP5		2q37.3	DEL	26	5.1%	No
ANO9		11p15.5	DEL	26	5.1%	No
B4GALNT4		11p15.5	DEL	26	5.1%	No
RSPO2		8q23.1	AMP	26	5.1%	Yes
ZSCAN22		19q13.43	DEL	26	5.1%	No
GATD1		11p15.5	DEL	26	5.1%	No
IFITM5		11p15.5	DEL	26	5.1%	No
FAM99A		11p15.5	DEL	26	5.1%	No
IFITM10		11p15.5	DEL	26	5.1%	No
SNORA52		11p15.5	DEL	26	5.1%	No
LRTM2		12p13.33	AMP	26	5.1%	No
MUC5B		11p15.5	DEL	26	5.1%	No
D2HGDH		2q37.3	DEL	26	5.1%	No
FAM99B		11p15.5	DEL	26	5.1%	No
LINC00940		12p13.33	AMP	26	5.1%	No
LINC00942		12p13.33	AMP	26	5.1%	No
MIR210HG		11p15.5	DEL	26	5.1%	No
RNA5SP122		2q37.3	DEL	26	5.1%	No
RNA5SP275		8q23.1	AMP	26	5.1%	No
RN7SL838P		11p15.5	DEL	26	5.1%	No
MIR-935/935			DEL	25	4.9%	No
MIR-527/527			DEL	25	4.9%	No
MIR-520H/520H			DEL	25	4.9%	No
MIR-518B/518B			DEL	25	4.9%	No
MIR-4752/4752			DEL	25	4.9%	No
MIR-3133/3133			DEL	25	4.9%	No
MIR-1323/1323			DEL	25	4.9%	No
A1BG		19q13.43	DEL	25	4.9%	No
ANGPT1		8q23.1	AMP	25	4.9%	No
HDLBP		2q37.3	DEL	25	4.9%	No
LAIR1	1.443e-28	19q13.42	DEL	25	4.9%	No
LAIR2	1.443e-28	19q13.42	DEL	25	4.9%	No
NDUFA3	1.443e-28	19q13.42	DEL	25	4.9%	No
SEPTIN2		2q37.3	DEL	25	4.9%	No
NINJ2		12p13.33	AMP	25	4.9%	No
CNOT3	1.443e-28	19q13.42	DEL	25	4.9%	Yes
PPP1R7		2q37.3	DEL	25	4.9%	No
PRKCG	1.443e-28	19q13.42	DEL	25	4.9%	No
KDM5A		12p13.33	AMP	25	4.9%	Yes
RPS9	1.443e-28	19q13.42	DEL	25	4.9%	No
SLC2A3		12p13.31	AMP	25	4.9%	No
SLC6A12		12p13.33	AMP	25	4.9%	No
SLC6A13		12p13.33	AMP	25	4.9%	No
SMARCD3	1.553e-7	7q36.1	AMP	25	4.9%	No
GDF3		12p13.31	AMP	25	4.9%	No
FARP2		2q37.3	DEL	25	4.9%	No
LILRB2	1.443e-28	19q13.42	DEL	25	4.9%	No
STK25		2q37.3	DEL	25	4.9%	No
LILRB1	1.443e-28	19q13.42	DEL	25	4.9%	No
LILRB5	1.443e-28	19q13.42	DEL	25	4.9%	No
LILRB4	1.443e-28	19q13.42	DEL	25	4.9%	No
LILRA1	1.443e-28	19q13.42	DEL	25	4.9%	No
LILRB3	1.443e-28	19q13.42	DEL	25	4.9%	No
LILRA3	1.443e-28	19q13.4	DEL	25	4.9%	No
LILRA2	1.443e-28	19q13.42	DEL	25	4.9%	No
KLHDC10	1.553e-7	7q32.2	AMP	25	4.9%	No
PASK		2q37.3	DEL	25	4.9%	Yes
ZFPM2		8q23.1	AMP	25	4.9%	No
LILRA4	1.443e-28	19q13.42	DEL	25	4.9%	No
SNED1		2q37.3	DEL	25	4.9%	No
GIGYF2		2q37.1	DEL	25	4.9%	No
PRPF31	1.443e-28	19q13.42	DEL	25	4.9%	No
TFPT	1.443e-28	19q13.42	DEL	25	4.9%	Yes
ANO7		2q37.3	DEL	25	4.9%	No
OXR1		8q23.1	AMP	25	4.9%	No
ZNF331		19q13.42	DEL	25	4.9%	Yes
TTYH1	1.443e-28	19q13.42	DEL	25	4.9%	No
CACNG8	1.443e-28	19q13.42	DEL	25	4.9%	No
CACNG7	1.443e-28	19q13.42	DEL	25	4.9%	No
CACNG6	1.443e-28	19q13.42	DEL	25	4.9%	No
TSEN34	1.443e-28	19q13.42	DEL	25	4.9%	No
MBOAT7	1.443e-28	19q13.42	DEL	25	4.9%	No
LENG1	1.443e-28	19q13.42	DEL	25	4.9%	No
LILRA6	1.443e-28	19q13.42	DEL	25	4.9%	No
NANOG		12p13.31	AMP	25	4.9%	No
CCDC77		12p13.33	AMP	25	4.9%	No
TMEM209	1.553e-7	7q32.2	AMP	25	4.9%	No
KIR3DX1	1.443e-28	19q13.42	DEL	25	4.9%	No
ZNF765		19q13.42	DEL	25	4.9%	No
NLRP12	1.443e-28	19q13.42	DEL	25	4.9%	No
MYADM	1.443e-28	19q13.42	DEL	25	4.9%	No
ZNF845		19q13.42	DEL	25	4.9%	No
LENG9	1.443e-28	19q13.42	DEL	25	4.9%	No
LENG8	1.443e-28	19q13.42	DEL	25	4.9%	No
OSBPL5		11p15.4	DEL	25	4.9%	No
OSCAR	1.443e-28	19q13.42	DEL	25	4.9%	No
ZNF813		19q13.42	DEL	25	4.9%	No
MTERF4		2q37.3	DEL	25	4.9%	No
SSMEM1	1.553e-7	7q32.2	AMP	25	4.9%	No
SLC2A14		12p13.31	AMP	25	4.9%	No
TMC4	1.443e-28	19q13.42	DEL	25	4.9%	No
TPM3P9		19q13.42	DEL	25	4.9%	No
CDC42EP5	1.443e-28	19q13.42	DEL	25	4.9%	No
ZNF497		19q13.43	DEL	25	4.9%	No
CLEC4C		12p13.31	AMP	25	4.9%	No
ZNF525		19q13.42	DEL	25	4.9%	No
B4GALNT3		12p13.33	AMP	25	4.9%	No
VSTM1	1.443e-28	19q13.42	DEL	25	4.9%	No
LILRA5	1.443e-28	19q13.42	DEL	25	4.9%	No
DPPA3		12p13.31	AMP	25	4.9%	No
NANOGNB		12p13.31	AMP	25	4.9%	No
ZNF761		19q13.42	DEL	25	4.9%	No
NANOGP1		12p13.31	AMP	25	4.9%	No
IQSEC3		12p13.33	AMP	25	4.9%	No
TARM1	1.443e-28	19q13.42	DEL	25	4.9%	No
DPRX	1.443e-28	19q13.42	DEL	25	4.9%	No
FAM138D		12p13.33	AMP	25	4.9%	No
RN7SL317P	1.443e-28	19q13.42	DEL	25	4.9%	No
RNU4ATAC16P		12p13.33	AMP	25	4.9%	No
MIR-4754/4754			DEL	24	4.7%	No
MIR-4686/4686			DEL	24	4.7%	No
AGXT		2q37.3	DEL	24	4.7%	No
RHOG		11p15.4	DEL	24	4.7%	No
ASCL2		11p15.5	DEL	24	4.7%	No
C3AR1		12p13.31	AMP	24	4.7%	No
CARS		11p15.4	DEL	24	4.7%	Yes
CD81		11p15.5	DEL	24	4.7%	No
CDKN1C		11p15.4	DEL	24	4.7%	No
IFNB1		9p21.3	DEL	24	4.7%	No
IGF2		11p15.5	DEL	24	4.7%	Yes
IMPDH1	1.553e-7	7q32.1	AMP	24	4.7%	No
INS		11p15.5	DEL	24	4.7%	No
IRF5	1.553e-7	7q32.1	AMP	24	4.7%	No
KCNJ13		2q37.1	DEL	24	4.7%	No
NAP1L4		11p15.4	DEL	24	4.7%	No
NUP98		11p15.4	DEL	24	4.7%	Yes
SLC22A18		11p15.4	DEL	24	4.7%	No
SLC22A18AS		11p15.4	DEL	24	4.7%	No
MRPL23		11p15.5	DEL	24	4.7%	No
RPS5		19q13.43	DEL	24	4.7%	No
RRM1		11p15.4	DEL	24	4.7%	No
STIM1		11p15.4	DEL	24	4.7%	No
TH		11p15.5	DEL	24	4.7%	No
PHLDA2		11p15.4	DEL	24	4.7%	No
MZF1		19q13.43	DEL	24	4.7%	No
ZNF132		19q13.43	DEL	24	4.7%	No
ZNF195		11p15.4	DEL	24	4.7%	No
UBE2M		19q13.43	DEL	24	4.7%	No
TSPAN32		11p15.5	DEL	24	4.7%	No
TSSC4		11p15.5	DEL	24	4.7%	No
TRIM28		19q13.43	DEL	24	4.7%	No
KCNQ1OT1	1.534e-13	11p15.5	DEL	24	4.7%	No
SLC27A5		19q13.43	DEL	24	4.7%	No
AHCYL2	1.553e-7	7q32.1	AMP	24	4.7%	No
TNPO3	1.553e-7	7q32.1	AMP	24	4.7%	No
ZNF324		19q13.43	DEL	24	4.7%	No
NECAP1		12p13.31	AMP	24	4.7%	No
CLEC4E		12p13.31	AMP	24	4.7%	No
CHMP2A		19q13.43	DEL	24	4.7%	No
C11ORF21		11p15.5	DEL	24	4.7%	No
TRPM5		11p15.5	DEL	24	4.7%	No
CLEC4A		12p13.31	AMP	24	4.7%	No
ZC3HC1	1.553e-7	7q32.2	AMP	24	4.7%	No
FAM90A1		12p13.31	AMP	24	4.7%	No
KCNQ1DN		11p15.4|11p15.5	DEL	24	4.7%	No
ZNF446		19q13.43	DEL	24	4.7%	No
ZNF415		19q13.42	DEL	24	4.7%	No
FOXJ2		12p13.31	AMP	24	4.7%	No
STRIP2	1.553e-7	7q32.1	AMP	24	4.7%	No
ZNF665		19q13.42	DEL	24	4.7%	No
ZNF347		19q13.42	DEL	24	4.7%	No
ZBTB45		19q13.43	DEL	24	4.7%	No
ZNF160		19q13.41-q13.42	DEL	24	4.7%	No
PLXNA4	1.553e-7	7q32.3	AMP	24	4.7%	No
BIRC8		19q13.42	DEL	24	4.7%	No
ZNF837		19q13.43	DEL	24	4.7%	No
MRGPRE		11p15.4	DEL	24	4.7%	No
ABRA		8q23.1	AMP	24	4.7%	No
OR52B4		11p15.4	DEL	24	4.7%	No
ZNF584		19q13.43	DEL	24	4.7%	No
H19		11p15.5	DEL	24	4.7%	No
VN1R2		19q13.42	DEL	24	4.7%	No
VN1R4		19q13.42	DEL	24	4.7%	No
CLEC4D		12p13.31	AMP	24	4.7%	No
ZNF677		19q13.42	DEL	24	4.7%	No
KCP	1.553e-7	7q32.1	AMP	24	4.7%	No
MRGPRG		11p15.4	DEL	24	4.7%	No
ZNF324B		19q13.43	DEL	24	4.7%	No
LINC00937		12p13.31	AMP	24	4.7%	No
ZNF705A		12p13.31	AMP	24	4.7%	No
FAM66C		12p13.31	AMP	24	4.7%	No
FAM90A27P		19q13.42	DEL	24	4.7%	No
FAM86FP		12p13.31	AMP	24	4.7%	No
RPL26P30		11p15.5	DEL	24	4.7%	No
SNORA54		11p15.4	DEL	24	4.7%	No
FAM90A28P		19q13.42	DEL	24	4.7%	No
RPL23AP79		19q13.43	DEL	24	4.7%	No
RNA5SP245	1.553e-7	7q32.2	AMP	24	4.7%	No
PRR33		11p15.5	DEL	24	4.7%	No
RNA5SP473		19q13.43	DEL	24	4.7%	No
RN7SL693P		19q13.43	DEL	24	4.7%	No
RN7SL525P		19q13.43	DEL	24	4.7%	No
RN7SL306P	1.553e-7	7q32.1	AMP	24	4.7%	No
MIR-3907/3907			AMP	23	4.5%	No
AOC1	1.553e-7	7q36.1	AMP	23	4.5%	No
ART1		11p15.4	DEL	23	4.5%	No
KIF1A		2q37.3	DEL	23	4.5%	No
OPN1SW	1.553e-7	7q32.1	AMP	23	4.5%	No
CALU	1.553e-7	7q32.1	AMP	23	4.5%	No
DPP6	1.553e-7	7q36.2	AMP	23	4.5%	No
FLNC	1.553e-7	7q32.1	AMP	23	4.5%	No
FPR1		19q13.41	DEL	23	4.5%	No
FPR2		19q13.41	DEL	23	4.5%	No
GBX1	1.553e-7	7q36.1	AMP	23	4.5%	No
GPC1		2q37.3	DEL	23	4.5%	No
GPR35		2q37.3	DEL	23	4.5%	No
KCNH2	1.553e-7	7q36.1	AMP	23	4.5%	No
NDUFA10		2q37.3	DEL	23	4.5%	No
NOS3	1.553e-7	7q36.1	AMP	23	4.5%	No
NRF1	1.553e-7	7q32.2	AMP	23	4.5%	No
RHEB	1.553e-7	7q36.1	AMP	23	4.5%	Yes
SMO	1.553e-7	7q32.1	AMP	23	4.5%	Yes
TRIM21		11p15.4	DEL	23	4.5%	No
TNNT3		11p15.5	DEL	23	4.5%	No
TRPC2		11p15.4	DEL	23	4.5%	No
UBE2H	1.553e-7	7q32.2	AMP	23	4.5%	No
ATP6V1F	1.553e-7	7q32.1	AMP	23	4.5%	No
HDAC4		2q37.3	DEL	23	4.5%	Yes
ABCF2	1.553e-7	7q36.1	AMP	23	4.5%	No
CAPN10		2q37.3	DEL	23	4.5%	No
MKRN1	1.553e-7	7q34	AMP	23	4.5%	No
NGEF		2q37.1	DEL	23	4.5%	No
GIMAP2	1.553e-7	7q36.1	AMP	23	4.5%	No
DENND2A	1.553e-7	7q34	AMP	23	4.5%	No
PGAP2		11p15.4	DEL	23	4.5%	No
TMEM176B	1.553e-7	7q36.1	AMP	23	4.5%	No
HILPDA	1.553e-7	7q32.1	AMP	23	4.5%	No
ZNF706		8q22.3	AMP	23	4.5%	No
ANKMY1		2q37.3	DEL	23	4.5%	No
NUB1	1.553e-7	7q36.1	AMP	23	4.5%	No
CHPF2	1.553e-7	7q36.1	AMP	23	4.5%	No
RBM28	1.553e-7	7q32.1	AMP	23	4.5%	No
GIMAP5	1.553e-7	7q36.1	AMP	23	4.5%	No
TMEM176A	1.553e-7	7q36.1	AMP	23	4.5%	No
METTL2B	1.553e-7	7q32.1	AMP	23	4.5%	No
ZC3HAV1	1.553e-7	7q34	AMP	23	4.5%	No
CHRNA10		11p15.4	DEL	23	4.5%	No
RNPEPL1		2q37.3	DEL	23	4.5%	No
AICDA		12p13.31	AMP	23	4.5%	No
KIAA1549	1.553e-7	7q34	AMP	23	4.5%	No
CCDC136	1.553e-7	7q32.1	AMP	23	4.5%	No
MAB21L4		2q37.3	DEL	23	4.5%	No
EFHD1		2q37.1	DEL	23	4.5%	No
NACA4P		8q22.3	AMP	23	4.5%	No
ZNF528		19q13.41	DEL	23	4.5%	No
FAM71F1	1.553e-7	7q32.1	AMP	23	4.5%	No
ZNF766		19q13.41	DEL	23	4.5%	No
ZC3HAV1L	1.553e-7	7q34	AMP	23	4.5%	No
CLEC6A		12p13.31	AMP	23	4.5%	No
ART5		11p15.4	DEL	23	4.5%	No
OR52K2		11p15.4	DEL	23	4.5%	No
MTPN	1.553e-7	7q33	AMP	23	4.5%	No
ASB10	1.553e-7	7q36.1	AMP	23	4.5%	No
ZNF534		19q13.41	DEL	23	4.5%	No
ZNF578		19q13.41	DEL	23	4.5%	No
OTOS		2q37.3	DEL	23	4.5%	No
COPS9		2q37.3	DEL	23	4.5%	No
OR6B3		2q37.3	DEL	23	4.5%	No
CRYGN	1.553e-7	7q36.1	AMP	23	4.5%	No
ZNF610		19q13.41	DEL	23	4.5%	No
GIMAP1	1.553e-7	7q36.1	AMP	23	4.5%	No
DUSP28		2q37.3	DEL	23	4.5%	No
TSPAN33	1.553e-7	7q32.1	AMP	23	4.5%	No
FAM71F2	1.553e-7	7q32.1	AMP	23	4.5%	No
WDR86	1.553e-7	7q36.1	AMP	23	4.5%	No
AQP12A		2q37.3	DEL	23	4.5%	No
SNORC		2q37.1	DEL	23	4.5%	No
OR6B2		2q37.3	DEL	23	4.5%	No
IQCA1L	1.553e-7	7q36.1	AMP	23	4.5%	No
ZNF880		19q13.41	DEL	23	4.5%	No
PRRT4	1.553e-7	7q32.1	AMP	23	4.5%	No
HACD4		9p21.3	DEL	23	4.5%	No
PRR21		2q37.3	DEL	23	4.5%	No
AQP12B		2q37.3	DEL	23	4.5%	No
SMKR1	1.553e-7	7q32.1	AMP	23	4.5%	No
RNA5SP242	1.553e-7	7q32.1	AMP	23	4.5%	No
RNA5SP249	1.553e-7	7q35	AMP	23	4.5%	No
RNA5SP244	1.553e-7	7q32.2	AMP	23	4.5%	No
RNA5SP243	1.553e-7	7q32.1	AMP	23	4.5%	No
RN7SKP280	1.553e-7	7q36.2	AMP	23	4.5%	No
RN7SL76P	1.553e-7	7q36.1	AMP	23	4.5%	No
RN7SL81P	1.553e-7	7q32.1	AMP	23	4.5%	No
RN7SL359P		2q37.1	DEL	23	4.5%	No
RN7SL563P		8q22.3	AMP	23	4.5%	No
RN7SL456P	1.553e-7	7q35	AMP	23	4.5%	No
RN7SKP249		8q22.3	AMP	23	4.5%	No
MIR-643/643			DEL	22	4.3%	No
MIR-4441/4441			DEL	22	4.3%	No
MIR-4440/4440			DEL	22	4.3%	No
MIR-4269/4269			DEL	22	4.3%	No
AKR1B1	1.553e-7	7q33	AMP	22	4.3%	No
ALPI		2q37.1	DEL	22	4.3%	No
ALPP		2q37.1	DEL	22	4.3%	No
ALPG		2q37.1	DEL	22	4.3%	No
APBB1		11p15.4	DEL	22	4.3%	No
ATP6V1C1		8q22.3	AMP	22	4.3%	No
AZU1	1.295e-4	19p13.3	AMP	22	4.3%	No
BPGM	1.553e-7	7q33	AMP	22	4.3%	No
BRAF	1.553e-7	7q34	AMP	22	4.3%	Yes
CALD1	1.553e-7	7q33	AMP	22	4.3%	No
CASP2	1.553e-7	7q34	AMP	22	4.3%	No
CCKBR		11p15.4	DEL	22	4.3%	No
SIGLEC6		19q13.41	DEL	22	4.3%	No
CDK5	1.553e-7	7q36.1	AMP	22	4.3%	No
CHRM2	1.553e-7	7q33	AMP	22	4.3%	No
CHRND		2q37.1	DEL	22	4.3%	No
CHRNG		2q37.1	DEL	22	4.3%	No
CLCN1	1.553e-7	7q34	AMP	22	4.3%	No
CNGA4		11p15.4	DEL	22	4.3%	No
COX6C		8q22.2	AMP	22	4.3%	No
CFD		19p13.3	AMP	22	4.3%	No
ARID3A		19p13.3	AMP	22	4.3%	Yes
ELANE		19p13.3	AMP	22	4.3%	No
EN2	1.553e-7	7q36.3	AMP	22	4.3%	No
EPHA1	1.553e-7	7q34-q35	AMP	22	4.3%	No
ETFB		19q13.41	DEL	22	4.3%	No
EZH2	1.553e-7	7q36.1	AMP	22	4.3%	Yes
FPR3		19q13.41	DEL	22	4.3%	No
HAS1		19q13.41	DEL	22	4.3%	No
HBB		11p15.4	DEL	22	4.3%	No
HBBP1		11p15.4	DEL	22	4.3%	No
HBE1		11p15.4	DEL	22	4.3%	No
HBG1		11p15.4	DEL	22	4.3%	No
HBG2		11p15.4	DEL	22	4.3%	No
HTR5A	1.553e-7	7q36.2	AMP	22	4.3%	No
INSIG1	1.553e-7	7q36.3	AMP	22	4.3%	No
LIM2		19q13.41	DEL	22	4.3%	No
NDUFB2	1.553e-7	7q34	AMP	22	4.3%	No
NKG7		19q13.41	DEL	22	4.3%	No
CNOT4	1.553e-7	7q33	AMP	22	4.3%	No
ODF1		8q22.3	AMP	22	4.3%	No
PALM	1.295e-4	19p13.3	AMP	22	4.3%	No
PIP	1.553e-7	7q34	AMP	22	4.3%	No
PPP2R1A		19q13.41	DEL	22	4.3%	Yes
PRTN3		19p13.3	AMP	22	4.3%	No
PTBP1	1.295e-4	19p13.3	AMP	22	4.3%	No
RARRES2	1.553e-7	7q36.1	AMP	22	4.3%	No
RNY1	1.553e-7	7q36.1	AMP	22	4.3%	No
RNY3	1.553e-7	7q36.1	AMP	22	4.3%	No
RNY4	1.553e-7	7q36.1	AMP	22	4.3%	No
RNY5	1.553e-7	7q36.1	AMP	22	4.3%	No
SAG		2q37.1	DEL	22	4.3%	No
SLC4A2	1.553e-7	7q36.1	AMP	22	4.3%	No
SMPD1		11p15.4	DEL	22	4.3%	No
AKR1D1	1.553e-7	7q33	AMP	22	4.3%	No
TBXAS1	1.553e-7	7q34	AMP	22	4.3%	No
KLF10		8q22.3	AMP	22	4.3%	No
XRCC2	1.553e-7	7q36.1	AMP	22	4.3%	Yes
YWHAZ		8q22.3	AMP	22	4.3%	No
ZNF28		19q13.41	DEL	22	4.3%	No
ZNF137P		19q13.41	DEL	22	4.3%	No
ZNF175		19q13.41	DEL	22	4.3%	No
ZYX	1.553e-7	7q34	AMP	22	4.3%	No
ZNF212	1.553e-7	7q36.1	AMP	22	4.3%	No
MFAP5		12p13.31	AMP	22	4.3%	No
ZNF282	1.553e-7	7q36.1	AMP	22	4.3%	No
CUL1	1.553e-7	7q36.1	AMP	22	4.3%	No
DGKD		2q37.1	DEL	22	4.3%	No
SIGLEC5		19q13.41	DEL	22	4.3%	No
ASIC3	1.553e-7	7q36.1	AMP	22	4.3%	No
ECEL1		2q37.1	DEL	22	4.3%	No
EIF4E2		2q37.1	DEL	22	4.3%	No
PDIA4	1.553e-7	7q36.1	AMP	22	4.3%	No
ZNF432		19q13.41	DEL	22	4.3%	No
FAM131B	1.553e-7	7q34	AMP	22	4.3%	No
MED16		19p13.3	AMP	22	4.3%	No
ARL4C		2q37.1	DEL	22	4.3%	No
TRIM22		11p15.4	DEL	22	4.3%	No
TRIM3		11p15.4	DEL	22	4.3%	No
FASTK	1.553e-7	7q36.1	AMP	22	4.3%	No
ABCB8	1.553e-7	7q36.1	AMP	22	4.3%	No
PAXIP1	1.553e-7	7q36.2	AMP	22	4.3%	No
PHF8		Xp11.22	AMP	22	4.3%	No
SSPO	1.553e-7	7q36.1	AMP	22	4.3%	No
NUP205	1.553e-7	7q33	AMP	22	4.3%	No
OR52A1		11p15.4	DEL	22	4.3%	No
ARFIP2		11p15.4	DEL	22	4.3%	No
POT1	1.553e-7	7q31.33	AMP	22	4.3%	Yes
RGS22		8q22.2	AMP	22	4.3%	No
SLC13A4	1.553e-7	7q33	AMP	22	4.3%	No
TIMM10B		11p15.4	DEL	22	4.3%	No
PABPC1		8q22.3	AMP	22	4.3%	No
ZNF777	1.553e-7	7q36.1	AMP	22	4.3%	No
SIGLEC8		19q13.41	DEL	22	4.3%	No
HIPK2	1.553e-7	7q34	AMP	22	4.3%	No
WDR91	1.553e-7	7q33	AMP	22	4.3%	No
REPIN1	1.553e-7	7q36.1	AMP	22	4.3%	No
LRP12		8q22.3	AMP	22	4.3%	No
RRM2B		8q22.3	AMP	22	4.3%	No
UBQLN3		11p15.4	DEL	22	4.3%	No
UBR5		8q22.3	AMP	22	4.3%	Yes
PRKAG2	1.553e-7	7q36.1	AMP	22	4.3%	No
AZIN1		8q22.3	AMP	22	4.3%	No
LUC7L2	1.553e-7	7q34	AMP	22	4.3%	No
TRIM34		11p15.4	DEL	22	4.3%	No
FOCAD		9p21.3	DEL	22	4.3%	No
CHCHD3	1.553e-7	7q32.3-q33	AMP	22	4.3%	No
ATG16L1		2q37.1	DEL	22	4.3%	No
TRIM68		11p15.4	DEL	22	4.3%	No
USP40		2q37.1	DEL	22	4.3%	No
TMEM140	1.553e-7	7q33	AMP	22	4.3%	No
GIMAP4	1.553e-7	7q36.1	AMP	22	4.3%	No
HJURP		2q37.1	DEL	22	4.3%	No
ZNF701		19q13.41	DEL	22	4.3%	No
ZNF83		19q13.41	DEL	22	4.3%	No
MMP26		11p15.4	DEL	22	4.3%	No
AKR1B10	1.553e-7	7q33	AMP	22	4.3%	No
ACTR3B	1.553e-7	7q36.1-q36.2	AMP	22	4.3%	No
RIMKLB		12p13.31	AMP	22	4.3%	No
ZNF398	1.553e-7	7q36.1	AMP	22	4.3%	No
KMT2C	1.553e-7	7q36.1	AMP	22	4.3%	Yes
ZNF350		19q13.41	DEL	22	4.3%	No
EXOC4	1.553e-7	7q33	AMP	22	4.3%	No
GALNT11	1.553e-7	7q36.1|7q36.1	AMP	22	4.3%	No
LMBR1	1.553e-7	7q36.3	AMP	22	4.3%	No
PARP12	1.553e-7	7q34	AMP	22	4.3%	No
CREB3L2	1.553e-7	7q33	AMP	22	4.3%	Yes
ZNF649		19q13.41	DEL	22	4.3%	No
LRRC61	1.553e-7	7q36.1	AMP	22	4.3%	No
CYREN	1.553e-7	7q33	AMP	22	4.3%	No
TRPM8		2q37.1	DEL	22	4.3%	No
OR51G1		11p15.4	DEL	22	4.3%	No
OR51B4		11p15.4	DEL	22	4.3%	No
OR51B2		11p15.4	DEL	22	4.3%	No
OR51J1		11p15.4	DEL	22	4.3%	No
OR52N1		11p15.4	DEL	22	4.3%	No
BAALC		8q22.3	AMP	22	4.3%	No
ZNF613		19q13.41	DEL	22	4.3%	No
PLPPR3	1.295e-4	19p13.3	AMP	22	4.3%	No
ZNF767P	1.553e-7	7q36.1	AMP	22	4.3%	No
GRHL2		8q22.3	AMP	22	4.3%	No
ZNF702P		19q13.41	DEL	22	4.3%	No
TTC26	1.553e-7	7q34	AMP	22	4.3%	No
ZNF614		19q13.41	DEL	22	4.3%	No
KDM7A	1.553e-7	7q34	AMP	22	4.3%	No
OR51G2		11p15.4	DEL	22	4.3%	No
OR51E2		11p15.4	DEL	22	4.3%	No
ZNF611		19q13.41	DEL	22	4.3%	No
TMUB1	1.553e-7	7q36.1	AMP	22	4.3%	No
NCALD		8q22.3	AMP	22	4.3%	No
FAM160A2		11p15.4	DEL	22	4.3%	No
SLC37A3	1.553e-7	7q34	AMP	22	4.3%	No
KRBA1	1.553e-7	7q36.1	AMP	22	4.3%	No
KISS1R		19p13.3	AMP	22	4.3%	No
ZNF577		19q13.41	DEL	22	4.3%	No
SLC35B4	1.553e-7	7q33	AMP	22	4.3%	No
TRIM5		11p15.4	DEL	22	4.3%	No
SIGLEC10		19q13.41	DEL	22	4.3%	No
SIGLEC12		19q13.41	DEL	22	4.3%	No
OR6W1P	1.553e-7	7q34	AMP	22	4.3%	No
ZNF616		19q13.41	DEL	22	4.3%	No
ZNF468		19q13.41	DEL	22	4.3%	No
ADCK2	1.553e-7	7q34	AMP	22	4.3%	No
R3HDM4		19p13.3	AMP	22	4.3%	No
CAVIN3		11p15.4	DEL	22	4.3%	No
ZBED6CL	1.553e-7	7q36.1	AMP	22	4.3%	No
AGAP3	1.553e-7	7q36.1	AMP	22	4.3%	No
TWIST2		2q37.3	DEL	22	4.3%	No
TRIM6		11p15.4	DEL	22	4.3%	No
OR52E2		11p15.4	DEL	22	4.3%	No
OR52J3		11p15.4	DEL	22	4.3%	No
OR51L1		11p15.4	DEL	22	4.3%	No
OR51A7		11p15.4	DEL	22	4.3%	No
OR51S1		11p15.4	DEL	22	4.3%	No
OR51F2		11p15.4	DEL	22	4.3%	No
OR52R1		11p15.4	DEL	22	4.3%	No
